Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
6,Connor Idun,Greater Western Sydney,Gen. Defender,26.0,14.0,12.0,0.54,0.46,9.0,0.0,1.0,7.79,4.04,3.75,2.25
6,Conor Stone,Greater Western Sydney,Gen. Defender,15.0,14.0,1.0,0.93,0.07,7.0,0.0,0.0,1.0,6.57,-5.57,2.86
6,Darcy Jones,Greater Western Sydney,Gen. Forward,11.0,8.0,3.0,0.73,0.27,1.0,1.0,4.0,-3.09,0.7,-3.78,-1.0
6,Finn Callaghan,Greater Western Sydney,Midfielder,27.0,13.0,14.0,0.48,0.52,4.0,0.0,7.0,-1.38,-1.9,0.52,0.29
6,Harry Himmelberg,Greater Western Sydney,Gen. Defender,18.0,13.0,5.0,0.72,0.28,8.0,0.0,1.0,-0.46,1.29,-1.75,0.92
6,Harvey Thomas,Greater Western Sydney,Gen. Forward,10.0,6.0,4.0,0.6,0.4,2.0,1.0,3.0,-1.61,-0.33,-1.28,-1.0
6,Jack Buckley,Greater Western Sydney,Key Defender,14.0,10.0,4.0,0.71,0.29,8.0,0.0,2.0,1.74,2.42,-0.68,2.16
6,Jacob Wehr,Greater Western Sydney,Midfielder,18.0,10.0,8.0,0.56,0.44,3.0,0.0,3.0,4.64,2.0,2.64,0.57
6,Jake Riccardi,Greater Western Sydney,Key Forward,6.0,3.0,3.0,0.5,0.5,0.0,0.0,2.0,-6.55,-4.6,-1.95,-4.25
6,Jake Stringer,Greater Western Sydney,Gen. Forward,13.0,9.0,4.0,0.69,0.31,4.0,1.0,2.0,2.4,1.8,0.6,1.33
6,Josh Kelly,Greater Western Sydney,Midfielder,17.0,8.0,9.0,0.47,0.53,3.0,1.0,5.0,-4.47,-1.8,-2.67,-0.47
6,Kieren Briggs,Greater Western Sydney,Ruck,7.0,4.0,3.0,0.57,0.43,0.0,0.0,4.0,-4.1,-1.8,-2.3,-1.95
6,Lachie Ash,Greater Western Sydney,Gen. Defender,29.0,22.0,7.0,0.76,0.24,10.0,0.0,2.0,1.12,3.54,-2.42,3.79
6,Lachie Whitfield,Greater Western Sydney,Gen. Defender,39.0,27.0,12.0,0.69,0.31,10.0,0.0,2.0,10.35,7.87,2.48,2.91
6,Sam Taylor,Greater Western Sydney,Key Defender,20.0,9.0,11.0,0.45,0.55,11.0,0.0,2.0,6.0,1.25,4.75,4.55
6,Toby Bedford,Greater Western Sydney,Mid-Forward,9.0,5.0,4.0,0.56,0.44,2.0,0.0,7.0,-2.0,-0.43,-1.57,-0.09
6,Toby Greene,Greater Western Sydney,Gen. Forward,13.0,8.0,5.0,0.62,0.38,1.0,0.0,4.0,-3.45,-3.54,0.09,-3.59
6,Toby McMullin,Greater Western Sydney,Midfielder,15.0,9.0,6.0,0.6,0.4,5.0,0.0,3.0,3.46,2.09,1.36,2.73
6,Tom Green,Greater Western Sydney,Midfielder,36.0,14.0,22.0,0.39,0.61,4.0,0.0,3.0,6.26,0.7,5.57,1.0
6,Xavier O'Halloran,Greater Western Sydney,Midfielder,,,,,,,,,,,,
7,Aaron Cadman,Greater Western Sydney,Key Forward,11.0,8.0,3.0,0.73,0.27,4.0,1.0,1.0,1.25,0.79,0.46,-0.71
7,Callan Ward,Greater Western Sydney,Midfielder,,,,,,,,,,,,
7,Connor Idun,Greater Western Sydney,Gen. Defender,16.0,9.0,7.0,0.56,0.44,5.0,0.0,2.0,-2.21,-0.96,-1.25,-1.75
